:START_ID(Tag)|:END_ID(Tagclass)|:TYPE
7996|342|hasType
7997|342|hasType
7998|182|hasType
7999|182|hasType
8000|342|hasType
8001|342|hasType
8002|342|hasType
8003|342|hasType
8004|342|hasType
8005|342|hasType
8006|342|hasType
8007|182|hasType
8008|182|hasType
8009|342|hasType
8010|342|hasType
8011|182|hasType
8012|342|hasType
8013|342|hasType
8014|180|hasType
8015|182|hasType
8016|180|hasType
8017|182|hasType
8018|342|hasType
8019|342|hasType
8020|342|hasType
8021|342|hasType
8022|182|hasType
8023|182|hasType
8024|182|hasType
8025|182|hasType
8026|342|hasType
8027|342|hasType
8028|182|hasType
8029|342|hasType
8030|342|hasType
8031|342|hasType
8032|342|hasType
8033|342|hasType
8034|342|hasType
8035|342|hasType
8036|342|hasType
8037|342|hasType
8038|342|hasType
8039|180|hasType
8040|182|hasType
8041|182|hasType
8042|342|hasType
8043|342|hasType
8044|342|hasType
8045|342|hasType
8046|182|hasType
8047|342|hasType
8048|342|hasType
8049|342|hasType
8050|342|hasType
8051|342|hasType
8052|342|hasType
8053|342|hasType
8054|342|hasType
8055|342|hasType
8056|342|hasType
8057|342|hasType
8058|342|hasType
8059|182|hasType
8060|182|hasType
8061|182|hasType
8062|342|hasType
8063|182|hasType
8064|342|hasType
8065|182|hasType
8066|342|hasType
8067|182|hasType
8068|182|hasType
8069|182|hasType
8070|182|hasType
8071|182|hasType
8072|182|hasType
8073|342|hasType
8074|182|hasType
8075|342|hasType
8076|182|hasType
8077|182|hasType
8078|182|hasType
8079|182|hasType
8080|342|hasType
8081|342|hasType
8082|342|hasType
8083|182|hasType
8084|182|hasType
8085|182|hasType
8086|182|hasType
8087|182|hasType
8088|182|hasType
8089|182|hasType
8090|182|hasType
8091|182|hasType
8092|182|hasType
8093|182|hasType
8094|182|hasType
8095|342|hasType
8096|182|hasType
8097|342|hasType
8098|342|hasType
8099|342|hasType
8100|182|hasType
8101|342|hasType
8102|342|hasType
8103|182|hasType
8104|182|hasType
8105|182|hasType
8106|342|hasType
8107|182|hasType
8108|182|hasType
8109|182|hasType
8110|182|hasType
8111|342|hasType
8112|342|hasType
8113|342|hasType
8114|342|hasType
8115|182|hasType
8116|182|hasType
8117|182|hasType
8118|182|hasType
8119|182|hasType
8120|182|hasType
8121|342|hasType
8122|182|hasType
8123|182|hasType
8124|342|hasType
8125|342|hasType
8126|342|hasType
8127|342|hasType
8128|342|hasType
8129|342|hasType
8130|182|hasType
8131|342|hasType
8132|342|hasType
8133|182|hasType
8134|182|hasType
8135|342|hasType
8136|180|hasType
8137|182|hasType
8138|342|hasType
8139|342|hasType
8140|342|hasType
8141|342|hasType
8142|342|hasType
8143|342|hasType
8144|342|hasType
8145|180|hasType
8146|342|hasType
8147|182|hasType
8148|182|hasType
8149|180|hasType
8150|182|hasType
8151|182|hasType
8152|182|hasType
8153|342|hasType
8154|182|hasType
8155|342|hasType
8156|342|hasType
8157|342|hasType
8158|182|hasType
8159|182|hasType
8160|182|hasType
8161|182|hasType
8162|342|hasType
8163|182|hasType
8164|342|hasType
8165|182|hasType
8166|342|hasType
8167|182|hasType
8168|180|hasType
8169|342|hasType
8170|342|hasType
8171|182|hasType
8172|342|hasType
8173|342|hasType
8174|342|hasType
8175|342|hasType
8176|182|hasType
8177|182|hasType
8178|342|hasType
8179|342|hasType
8180|342|hasType
8181|342|hasType
8182|342|hasType
8183|342|hasType
8184|342|hasType
8185|342|hasType
8186|342|hasType
8187|342|hasType
8188|342|hasType
8189|182|hasType
8190|342|hasType
8191|342|hasType
8192|182|hasType
8193|342|hasType
8194|342|hasType
8195|342|hasType
8196|182|hasType
8197|182|hasType
8198|342|hasType
8199|342|hasType
8200|182|hasType
8201|342|hasType
8202|342|hasType
8203|182|hasType
8204|342|hasType
8205|342|hasType
8206|342|hasType
8207|182|hasType
8208|342|hasType
8209|342|hasType
8210|182|hasType
8211|342|hasType
8212|182|hasType
8213|342|hasType
8214|180|hasType
8215|180|hasType
8216|342|hasType
8217|182|hasType
8218|182|hasType
8219|342|hasType
8220|182|hasType
8221|182|hasType
8222|342|hasType
8223|182|hasType
8224|182|hasType
8225|182|hasType
8226|342|hasType
8227|342|hasType
8228|182|hasType
8229|342|hasType
8230|182|hasType
8231|180|hasType
8232|182|hasType
8233|182|hasType
8234|182|hasType
8235|182|hasType
8236|182|hasType
8237|342|hasType
8238|342|hasType
8239|182|hasType
8240|182|hasType
8241|182|hasType
8242|342|hasType
8243|182|hasType
8244|182|hasType
8245|182|hasType
8246|342|hasType
8247|182|hasType
8248|342|hasType
8249|182|hasType
8250|182|hasType
8251|180|hasType
8252|342|hasType
8253|182|hasType
8254|182|hasType
8255|342|hasType
8256|342|hasType
8257|182|hasType
8258|342|hasType
8259|182|hasType
8260|342|hasType
8261|182|hasType
8262|342|hasType
8263|182|hasType
8264|182|hasType
8265|342|hasType
8266|342|hasType
8267|342|hasType
8268|182|hasType
8269|342|hasType
8270|180|hasType
8271|342|hasType
8272|342|hasType
8273|182|hasType
8274|342|hasType
8275|233|hasType
8276|342|hasType
8277|342|hasType
8278|342|hasType
8279|182|hasType
8280|182|hasType
8281|342|hasType
8282|182|hasType
8283|342|hasType
8284|182|hasType
8285|342|hasType
8286|342|hasType
8287|342|hasType
8288|182|hasType
8289|342|hasType
8290|342|hasType
8291|182|hasType
8292|342|hasType
8293|342|hasType
8294|182|hasType
8295|342|hasType
8296|182|hasType
8297|182|hasType
8298|182|hasType
8299|182|hasType
8300|182|hasType
8301|342|hasType
8302|342|hasType
8303|342|hasType
8304|182|hasType
8305|342|hasType
8306|342|hasType
8307|182|hasType
8308|182|hasType
8309|342|hasType
8310|342|hasType
8311|342|hasType
8312|342|hasType
8313|182|hasType
8314|342|hasType
8315|342|hasType
8316|342|hasType
8317|342|hasType
8318|342|hasType
8319|182|hasType
8320|342|hasType
8321|182|hasType
8322|342|hasType
8323|342|hasType
8324|182|hasType
8325|342|hasType
8326|342|hasType
8327|342|hasType
8328|182|hasType
8329|182|hasType
8330|342|hasType
8331|342|hasType
8332|342|hasType
8333|342|hasType
8334|342|hasType
8335|342|hasType
8336|342|hasType
8337|342|hasType
8338|342|hasType
8339|182|hasType
8340|342|hasType
8341|342|hasType
8342|342|hasType
8343|342|hasType
8344|342|hasType
8345|342|hasType
8346|342|hasType
8347|180|hasType
8348|342|hasType
8349|342|hasType
8350|182|hasType
8351|342|hasType
8352|180|hasType
8353|182|hasType
8354|342|hasType
8355|342|hasType
8356|182|hasType
8357|342|hasType
8358|182|hasType
8359|342|hasType
8360|342|hasType
8361|342|hasType
8362|182|hasType
8363|342|hasType
8364|342|hasType
8365|342|hasType
8366|342|hasType
8367|180|hasType
8368|182|hasType
8369|182|hasType
8370|342|hasType
8371|342|hasType
8372|342|hasType
8373|342|hasType
8374|342|hasType
8375|342|hasType
8376|180|hasType
8377|182|hasType
8378|182|hasType
8379|342|hasType
8380|182|hasType
8381|342|hasType
8382|342|hasType
8383|182|hasType
8384|342|hasType
8385|342|hasType
8386|342|hasType
8387|182|hasType
8388|180|hasType
8389|182|hasType
8390|342|hasType
8391|342|hasType
8392|182|hasType
8393|342|hasType
8394|342|hasType
8395|342|hasType
8396|342|hasType
8397|182|hasType
8398|180|hasType
8399|180|hasType
8400|182|hasType
8401|342|hasType
8402|342|hasType
8403|182|hasType
8404|342|hasType
8405|342|hasType
8406|342|hasType
8407|182|hasType
8408|180|hasType
8409|342|hasType
8410|342|hasType
8411|182|hasType
8412|180|hasType
8413|182|hasType
8414|182|hasType
8415|342|hasType
8416|182|hasType
8417|342|hasType
8418|182|hasType
8419|342|hasType
8420|182|hasType
8421|182|hasType
8422|182|hasType
8423|182|hasType
8424|342|hasType
8425|182|hasType
8426|342|hasType
8427|182|hasType
8428|182|hasType
8429|182|hasType
8430|182|hasType
8431|180|hasType
8432|182|hasType
8433|182|hasType
8434|182|hasType
8435|182|hasType
8436|180|hasType
8437|182|hasType
8438|342|hasType
8439|182|hasType
8440|182|hasType
8441|182|hasType
8442|182|hasType
8443|342|hasType
8444|182|hasType
8445|342|hasType
8446|342|hasType
8447|342|hasType
8448|182|hasType
8449|342|hasType
8450|342|hasType
8451|182|hasType
8452|342|hasType
8453|342|hasType
8454|182|hasType
8455|182|hasType
8456|342|hasType
8457|182|hasType
8458|182|hasType
8459|342|hasType
8460|182|hasType
8461|342|hasType
8462|342|hasType
8463|182|hasType
8464|342|hasType
8465|182|hasType
8466|342|hasType
8467|342|hasType
8468|342|hasType
8469|182|hasType
8470|182|hasType
8471|182|hasType
8472|182|hasType
8473|182|hasType
8474|180|hasType
8475|342|hasType
8476|182|hasType
8477|182|hasType
8478|182|hasType
8479|182|hasType
8480|342|hasType
8481|342|hasType
8482|182|hasType
8483|342|hasType
8484|342|hasType
8485|182|hasType
8486|182|hasType
8487|182|hasType
8488|182|hasType
8489|182|hasType
8490|342|hasType
8491|342|hasType
8492|342|hasType
8493|182|hasType
8494|182|hasType
8495|182|hasType
8496|182|hasType
8497|182|hasType
8498|182|hasType
8499|182|hasType
8500|342|hasType
8501|182|hasType
8502|342|hasType
8503|342|hasType
8504|182|hasType
8505|342|hasType
8506|182|hasType
8507|182|hasType
8508|342|hasType
8509|342|hasType
8510|342|hasType
8511|342|hasType
8512|182|hasType
8513|182|hasType
8514|342|hasType
8515|182|hasType
8516|342|hasType
8517|342|hasType
8518|342|hasType
8519|342|hasType
8520|342|hasType
8521|342|hasType
8522|182|hasType
8523|182|hasType
8524|182|hasType
8525|342|hasType
8526|342|hasType
8527|182|hasType
8528|342|hasType
8529|182|hasType
8530|342|hasType
8531|182|hasType
8532|180|hasType
8533|342|hasType
8534|342|hasType
8535|342|hasType
8536|342|hasType
8537|182|hasType
8538|182|hasType
8539|342|hasType
8540|342|hasType
8541|342|hasType
8542|342|hasType
8543|182|hasType
8544|342|hasType
8545|342|hasType
8546|342|hasType
8547|182|hasType
8548|182|hasType
8549|342|hasType
8550|342|hasType
8551|182|hasType
8552|342|hasType
8553|182|hasType
8554|342|hasType
8555|182|hasType
8556|182|hasType
8557|182|hasType
8558|342|hasType
8559|342|hasType
8560|182|hasType
8561|182|hasType
8562|182|hasType
8563|342|hasType
8564|342|hasType
8565|342|hasType
8566|342|hasType
8567|342|hasType
8568|342|hasType
8569|342|hasType
8570|342|hasType
8571|342|hasType
8572|182|hasType
8573|180|hasType
8574|342|hasType
8575|342|hasType
8576|342|hasType
8577|182|hasType
8578|342|hasType
8579|342|hasType
8580|342|hasType
8581|182|hasType
8582|342|hasType
8583|182|hasType
8584|182|hasType
8585|342|hasType
8586|182|hasType
8587|182|hasType
8588|342|hasType
8589|342|hasType
8590|342|hasType
8591|182|hasType
8592|182|hasType
8593|342|hasType
8594|182|hasType
8595|342|hasType
8596|182|hasType
8597|182|hasType
8598|182|hasType
8599|342|hasType
8600|342|hasType
8601|342|hasType
8602|342|hasType
8603|180|hasType
8604|342|hasType
8605|182|hasType
8606|182|hasType
8607|342|hasType
8608|342|hasType
8609|342|hasType
8610|182|hasType
8611|182|hasType
8612|182|hasType
8613|342|hasType
8614|342|hasType
8615|342|hasType
8616|182|hasType
8617|342|hasType
8618|182|hasType
8619|182|hasType
8620|342|hasType
8621|342|hasType
8622|342|hasType
8623|342|hasType
8624|342|hasType
8625|342|hasType
8626|342|hasType
8627|182|hasType
8628|342|hasType
8629|182|hasType
8630|182|hasType
8631|182|hasType
8632|182|hasType
8633|342|hasType
8634|342|hasType
8635|342|hasType
8636|342|hasType
8637|342|hasType
8638|342|hasType
8639|182|hasType
8640|342|hasType
8641|342|hasType
8642|182|hasType
8643|342|hasType
8644|182|hasType
8645|342|hasType
8646|182|hasType
8647|342|hasType
8648|342|hasType
8649|342|hasType
8650|342|hasType
8651|182|hasType
8652|182|hasType
8653|182|hasType
8654|182|hasType
8655|342|hasType
8656|182|hasType
8657|342|hasType
8658|342|hasType
8659|342|hasType
8660|342|hasType
8661|342|hasType
8662|182|hasType
8663|342|hasType
8664|342|hasType
8665|342|hasType
8666|342|hasType
8667|342|hasType
8668|342|hasType
8669|182|hasType
8670|182|hasType
8671|342|hasType
8672|342|hasType
8673|342|hasType
8674|342|hasType
8675|342|hasType
8676|180|hasType
8677|342|hasType
8678|342|hasType
8679|342|hasType
8680|342|hasType
8681|342|hasType
8682|182|hasType
8683|342|hasType
8684|342|hasType
8685|182|hasType
8686|342|hasType
8687|342|hasType
8688|342|hasType
8689|342|hasType
8690|342|hasType
8691|342|hasType
8692|342|hasType
8693|342|hasType
8694|182|hasType
8695|180|hasType
8696|342|hasType
8697|342|hasType
8698|180|hasType
8699|342|hasType
8700|342|hasType
8701|342|hasType
8702|342|hasType
8703|182|hasType
8704|342|hasType
8705|342|hasType
8706|342|hasType
8707|342|hasType
8708|182|hasType
8709|182|hasType
8710|342|hasType
8711|342|hasType
8712|342|hasType
8713|342|hasType
8714|342|hasType
8715|342|hasType
8716|342|hasType
8717|342|hasType
8718|180|hasType
8719|342|hasType
8720|342|hasType
8721|342|hasType
8722|182|hasType
8723|342|hasType
8724|342|hasType
8725|180|hasType
8726|182|hasType
8727|342|hasType
8728|342|hasType
8729|342|hasType
8730|342|hasType
8731|182|hasType
8732|342|hasType
8733|342|hasType
8734|342|hasType
8735|342|hasType
8736|342|hasType
8737|182|hasType
8738|182|hasType
8739|182|hasType
8740|182|hasType
8741|182|hasType
8742|182|hasType
8743|342|hasType
8744|182|hasType
8745|182|hasType
8746|182|hasType
8747|342|hasType
8748|182|hasType
8749|182|hasType
8750|342|hasType
8751|182|hasType
8752|182|hasType
8753|182|hasType
8754|182|hasType
8755|182|hasType
8756|342|hasType
8757|342|hasType
8758|182|hasType
8759|182|hasType
8760|182|hasType
8761|182|hasType
8762|182|hasType
8763|182|hasType
8764|182|hasType
8765|182|hasType
8766|182|hasType
8767|342|hasType
8768|182|hasType
8769|182|hasType
8770|342|hasType
8771|182|hasType
8772|342|hasType
8773|182|hasType
8774|342|hasType
8775|182|hasType
8776|182|hasType
8777|342|hasType
8778|180|hasType
8779|342|hasType
8780|182|hasType
8781|342|hasType
8782|182|hasType
8783|182|hasType
8784|342|hasType
8785|342|hasType
8786|342|hasType
8787|182|hasType
8788|342|hasType
8789|182|hasType
8790|182|hasType
8791|182|hasType
8792|342|hasType
8793|182|hasType
8794|182|hasType
8795|342|hasType
8796|342|hasType
8797|182|hasType
8798|342|hasType
8799|342|hasType
8800|182|hasType
8801|182|hasType
8802|342|hasType
8803|182|hasType
8804|342|hasType
8805|342|hasType
8806|182|hasType
8807|342|hasType
8808|182|hasType
8809|182|hasType
8810|182|hasType
8811|182|hasType
8812|182|hasType
8813|342|hasType
8814|342|hasType
8815|182|hasType
8816|342|hasType
8817|182|hasType
8818|182|hasType
8819|182|hasType
8820|342|hasType
8821|342|hasType
8822|342|hasType
8823|182|hasType
8824|342|hasType
8825|182|hasType
8826|342|hasType
8827|182|hasType
8828|342|hasType
8829|342|hasType
8830|182|hasType
8831|342|hasType
8832|182|hasType
8833|342|hasType
8834|182|hasType
8835|182|hasType
8836|182|hasType
8837|182|hasType
8838|182|hasType
8839|182|hasType
8840|342|hasType
8841|342|hasType
8842|342|hasType
8843|342|hasType
8844|182|hasType
8845|182|hasType
8846|342|hasType
8847|182|hasType
8848|342|hasType
8849|182|hasType
8850|180|hasType
8851|342|hasType
8852|342|hasType
8853|182|hasType
8854|182|hasType
8855|342|hasType
8856|180|hasType
8857|342|hasType
8858|182|hasType
8859|342|hasType
8860|182|hasType
8861|342|hasType
8862|342|hasType
8863|342|hasType
8864|342|hasType
8865|182|hasType
8866|342|hasType
8867|342|hasType
8868|342|hasType
8869|342|hasType
8870|182|hasType
8871|342|hasType
8872|182|hasType
8873|342|hasType
8874|182|hasType
8875|342|hasType
8876|342|hasType
8877|182|hasType
8878|342|hasType
8879|342|hasType
8880|182|hasType
8881|182|hasType
8882|182|hasType
8883|342|hasType
8884|342|hasType
8885|182|hasType
8886|342|hasType
8887|182|hasType
8888|342|hasType
8889|342|hasType
8890|182|hasType
8891|182|hasType
8892|182|hasType
8893|342|hasType
8894|342|hasType
8895|182|hasType
8896|342|hasType
8897|342|hasType
8898|182|hasType
8899|182|hasType
8900|342|hasType
8901|182|hasType
8902|182|hasType
8903|342|hasType
8904|342|hasType
8905|182|hasType
8906|342|hasType
8907|342|hasType
8908|342|hasType
8909|342|hasType
8910|182|hasType
8911|182|hasType
8912|182|hasType
8913|182|hasType
8914|182|hasType
8915|342|hasType
8916|342|hasType
8917|342|hasType
8918|342|hasType
8919|342|hasType
8920|342|hasType
8921|342|hasType
8922|342|hasType
8923|342|hasType
8924|342|hasType
8925|182|hasType
8926|342|hasType
8927|342|hasType
8928|342|hasType
8929|342|hasType
8930|182|hasType
8931|342|hasType
8932|342|hasType
8933|182|hasType
8934|342|hasType
8935|180|hasType
8936|342|hasType
8937|342|hasType
8938|182|hasType
8939|342|hasType
8940|182|hasType
8941|342|hasType
8942|342|hasType
8943|182|hasType
8944|182|hasType
8945|182|hasType
8946|182|hasType
8947|342|hasType
8948|180|hasType
8949|342|hasType
8950|182|hasType
8951|342|hasType
8952|342|hasType
8953|182|hasType
8954|342|hasType
8955|182|hasType
8956|182|hasType
8957|342|hasType
8958|342|hasType
8959|342|hasType
8960|342|hasType
8961|342|hasType
8962|342|hasType
8963|342|hasType
8964|342|hasType
8965|342|hasType
8966|342|hasType
8967|342|hasType
8968|342|hasType
8969|180|hasType
8970|182|hasType
8971|182|hasType
8972|182|hasType
8973|342|hasType
8974|182|hasType
8975|182|hasType
8976|342|hasType
8977|342|hasType
8978|342|hasType
8979|342|hasType
8980|342|hasType
8981|342|hasType
8982|342|hasType
8983|342|hasType
8984|342|hasType
8985|342|hasType
8986|342|hasType
8987|342|hasType
8988|342|hasType
8989|342|hasType
8990|342|hasType
8991|342|hasType
8992|180|hasType
8993|342|hasType
8994|342|hasType
8995|342|hasType
8996|342|hasType
8997|182|hasType
8998|342|hasType
8999|182|hasType
9000|182|hasType
9001|342|hasType
9002|342|hasType
9003|342|hasType
9004|342|hasType
9005|182|hasType
9006|182|hasType
9007|342|hasType
9008|342|hasType
9009|182|hasType
9010|342|hasType
9011|182|hasType
9012|182|hasType
9013|342|hasType
9014|342|hasType
9015|342|hasType
9016|342|hasType
9017|342|hasType
9018|182|hasType
9019|342|hasType
9020|182|hasType
9021|182|hasType
9022|182|hasType
9023|182|hasType
9024|182|hasType
9025|182|hasType
9026|62|hasType
9027|62|hasType
9028|62|hasType
9029|62|hasType
9030|62|hasType
9031|62|hasType
9032|62|hasType
9033|62|hasType
9034|62|hasType
9035|62|hasType
9036|98|hasType
9037|62|hasType
9038|62|hasType
9039|62|hasType
9040|336|hasType
9041|62|hasType
9042|62|hasType
9043|62|hasType
9044|62|hasType
9045|62|hasType
9046|62|hasType
9047|62|hasType
9048|62|hasType
9049|62|hasType
9050|62|hasType
9051|62|hasType
9052|62|hasType
9053|62|hasType
9054|62|hasType
9055|62|hasType
9056|62|hasType
9057|62|hasType
9058|82|hasType
9059|62|hasType
9060|62|hasType
9061|62|hasType
9062|62|hasType
9063|211|hasType
9064|62|hasType
9065|62|hasType
9066|62|hasType
9067|62|hasType
9068|62|hasType
9069|62|hasType
9070|62|hasType
9071|62|hasType
9072|62|hasType
9073|62|hasType
9074|62|hasType
9075|62|hasType
9076|88|hasType
9077|62|hasType
9078|62|hasType
9079|62|hasType
9080|62|hasType
9081|62|hasType
9082|62|hasType
9083|62|hasType
9084|62|hasType
9085|62|hasType
9086|62|hasType
9087|62|hasType
9088|62|hasType
9089|62|hasType
9090|62|hasType
9091|62|hasType
9092|62|hasType
9093|62|hasType
9094|62|hasType
9095|336|hasType
9096|62|hasType
9097|336|hasType
9098|193|hasType
9099|62|hasType
9100|62|hasType
9101|62|hasType
9102|336|hasType
9103|62|hasType
9104|62|hasType
9105|62|hasType
9106|62|hasType
9107|62|hasType
9108|342|hasType
9109|62|hasType
9110|62|hasType
9111|62|hasType
9112|62|hasType
9113|62|hasType
9114|62|hasType
9115|62|hasType
9116|62|hasType
9117|62|hasType
9118|62|hasType
9119|62|hasType
9120|62|hasType
9121|62|hasType
9122|62|hasType
9123|62|hasType
9124|62|hasType
9125|62|hasType
9126|62|hasType
9127|62|hasType
9128|62|hasType
9129|62|hasType
9130|62|hasType
9131|62|hasType
9132|62|hasType
9133|342|hasType
9134|62|hasType
9135|62|hasType
9136|62|hasType
9137|62|hasType
9138|62|hasType
9139|62|hasType
9140|62|hasType
9141|336|hasType
9142|62|hasType
9143|349|hasType
9144|211|hasType
9145|62|hasType
9146|336|hasType
9147|62|hasType
9148|62|hasType
9149|62|hasType
9150|336|hasType
9151|62|hasType
9152|62|hasType
9153|62|hasType
9154|62|hasType
9155|62|hasType
9156|62|hasType
9157|62|hasType
9158|62|hasType
9159|62|hasType
9160|62|hasType
9161|336|hasType
9162|62|hasType
9163|336|hasType
9164|62|hasType
9165|62|hasType
9166|62|hasType
9167|62|hasType
9168|62|hasType
9169|62|hasType
9170|98|hasType
9171|62|hasType
9172|62|hasType
9173|62|hasType
9174|88|hasType
9175|62|hasType
9176|62|hasType
9177|193|hasType
9178|62|hasType
9179|62|hasType
9180|62|hasType
9181|62|hasType
9182|62|hasType
9183|62|hasType
9184|62|hasType
9185|62|hasType
9186|62|hasType
9187|62|hasType
9188|336|hasType
9189|62|hasType
9190|62|hasType
9191|62|hasType
9192|62|hasType
9193|62|hasType
9194|62|hasType
9195|349|hasType
9196|62|hasType
9197|62|hasType
9198|62|hasType
9199|62|hasType
9200|62|hasType
9201|62|hasType
9202|62|hasType
9203|342|hasType
9204|62|hasType
9205|62|hasType
9206|62|hasType
9207|62|hasType
9208|62|hasType
9209|0|hasType
9210|62|hasType
9211|62|hasType
9212|182|hasType
9213|62|hasType
9214|62|hasType
9215|62|hasType
9216|342|hasType
9217|62|hasType
9218|62|hasType
9219|62|hasType
9220|62|hasType
9221|62|hasType
9222|62|hasType
9223|62|hasType
9224|62|hasType
9225|62|hasType
9226|62|hasType
9227|349|hasType
9228|62|hasType
9229|62|hasType
9230|62|hasType
9231|279|hasType
9232|62|hasType
9233|62|hasType
9234|62|hasType
9235|62|hasType
9236|62|hasType
9237|62|hasType
9238|336|hasType
9239|62|hasType
9240|62|hasType
9241|349|hasType
9242|62|hasType
9243|62|hasType
9244|336|hasType
9245|62|hasType
9246|62|hasType
9247|62|hasType
9248|62|hasType
9249|62|hasType
9250|62|hasType
9251|62|hasType
9252|62|hasType
9253|62|hasType
9254|62|hasType
9255|62|hasType
9256|62|hasType
9257|62|hasType
9258|62|hasType
9259|62|hasType
9260|62|hasType
9261|336|hasType
9262|62|hasType
9263|62|hasType
9264|62|hasType
9265|62|hasType
9266|62|hasType
9267|62|hasType
9268|62|hasType
9269|62|hasType
9270|62|hasType
9271|62|hasType
9272|336|hasType
9273|62|hasType
9274|62|hasType
9275|62|hasType
9276|62|hasType
9277|349|hasType
9278|62|hasType
9279|62|hasType
9280|62|hasType
9281|62|hasType
9282|62|hasType
9283|62|hasType
9284|62|hasType
9285|62|hasType
9286|62|hasType
9287|62|hasType
9288|62|hasType
9289|62|hasType
9290|62|hasType
9291|62|hasType
9292|62|hasType
9293|336|hasType
9294|62|hasType
9295|62|hasType
9296|62|hasType
9297|62|hasType
9298|62|hasType
9299|211|hasType
9300|62|hasType
9301|62|hasType
9302|62|hasType
9303|62|hasType
9304|62|hasType
9305|62|hasType
9306|62|hasType
9307|62|hasType
9308|62|hasType
9309|62|hasType
9310|336|hasType
9311|62|hasType
9312|62|hasType
9313|62|hasType
9314|182|hasType
9315|62|hasType
9316|62|hasType
9317|336|hasType
9318|62|hasType
9319|88|hasType
9320|62|hasType
9321|62|hasType
9322|62|hasType
9323|62|hasType
9324|62|hasType
9325|62|hasType
9326|57|hasType
9327|62|hasType
9328|62|hasType
9329|349|hasType
9330|62|hasType
9331|62|hasType
9332|62|hasType
9333|349|hasType
9334|62|hasType
9335|62|hasType
9336|62|hasType
9337|62|hasType
9338|62|hasType
9339|62|hasType
9340|62|hasType
9341|62|hasType
9342|62|hasType
9343|62|hasType
9344|62|hasType
9345|62|hasType
9346|62|hasType
9347|62|hasType
9348|62|hasType
9349|62|hasType
9350|62|hasType
9351|62|hasType
9352|62|hasType
9353|62|hasType
9354|62|hasType
9355|62|hasType
9356|62|hasType
9357|342|hasType
9358|180|hasType
9359|62|hasType
9360|182|hasType
9361|62|hasType
9362|342|hasType
9363|182|hasType
9364|342|hasType
9365|182|hasType
9366|342|hasType
9367|342|hasType
9368|182|hasType
9369|342|hasType
9370|342|hasType
9371|342|hasType
9372|342|hasType
9373|182|hasType
9374|342|hasType
9375|342|hasType
9376|342|hasType
9377|342|hasType
9378|342|hasType
9379|182|hasType
9380|342|hasType
9381|342|hasType
9382|342|hasType
9383|182|hasType
9384|342|hasType
9385|182|hasType
9386|342|hasType
9387|180|hasType
9388|182|hasType
9389|342|hasType
9390|180|hasType
9391|342|hasType
9392|342|hasType
9393|342|hasType
9394|342|hasType
9395|342|hasType
9396|342|hasType
9397|182|hasType
9398|182|hasType
9399|342|hasType
9400|342|hasType
9401|342|hasType
9402|182|hasType
9403|342|hasType
9404|342|hasType
9405|180|hasType
9406|342|hasType
9407|342|hasType
9408|342|hasType
9409|182|hasType
9410|342|hasType
9411|342|hasType
9412|182|hasType
9413|182|hasType
9414|342|hasType
9415|342|hasType
9416|182|hasType
9417|342|hasType
9418|342|hasType
9419|182|hasType
9420|342|hasType
9421|342|hasType
9422|342|hasType
9423|182|hasType
9424|342|hasType
9425|180|hasType
9426|182|hasType
9427|342|hasType
9428|342|hasType
9429|342|hasType
9430|182|hasType
9431|342|hasType
9432|182|hasType
9433|342|hasType
9434|342|hasType
9435|182|hasType
9436|342|hasType
9437|342|hasType
9438|182|hasType
9439|182|hasType
9440|342|hasType
9441|342|hasType
9442|182|hasType
9443|342|hasType
9444|342|hasType
9445|182|hasType
9446|182|hasType
9447|182|hasType
9448|182|hasType
9449|342|hasType
9450|182|hasType
9451|342|hasType
9452|182|hasType
9453|182|hasType
9454|182|hasType
9455|182|hasType
9456|182|hasType
9457|182|hasType
9458|182|hasType
9459|182|hasType
9460|182|hasType
9461|182|hasType
9462|182|hasType
9463|182|hasType
9464|182|hasType
9465|182|hasType
9466|182|hasType
9467|342|hasType
9468|182|hasType
9469|182|hasType
9470|182|hasType
9471|182|hasType
9472|182|hasType
9473|182|hasType
9474|211|hasType
9475|342|hasType
9476|182|hasType
9477|98|hasType
9478|342|hasType
9479|349|hasType
9480|182|hasType
9481|342|hasType
9482|182|hasType
9483|182|hasType
9484|182|hasType
9485|182|hasType
9486|336|hasType
9487|182|hasType
9488|342|hasType
9489|182|hasType
9490|182|hasType
9491|182|hasType
9492|182|hasType
9493|182|hasType
9494|182|hasType
9495|182|hasType
9496|182|hasType
9497|342|hasType
9498|182|hasType
9499|342|hasType
9500|182|hasType
9501|182|hasType
9502|182|hasType
9503|342|hasType
9504|182|hasType
9505|342|hasType
9506|342|hasType
9507|182|hasType
9508|342|hasType
9509|342|hasType
9510|182|hasType
9511|182|hasType
9512|182|hasType
9513|342|hasType
9514|342|hasType
9515|182|hasType
9516|182|hasType
9517|182|hasType
9518|342|hasType
9519|342|hasType
9520|342|hasType
9521|342|hasType
9522|182|hasType
9523|342|hasType
9524|182|hasType
9525|342|hasType
9526|342|hasType
9527|342|hasType
9528|182|hasType
9529|342|hasType
9530|342|hasType
9531|182|hasType
9532|182|hasType
9533|182|hasType
9534|182|hasType
9535|182|hasType
9536|342|hasType
9537|182|hasType
9538|180|hasType
9539|182|hasType
9540|182|hasType
9541|342|hasType
9542|182|hasType
9543|342|hasType
9544|182|hasType
9545|182|hasType
9546|182|hasType
9547|182|hasType
