:START_ID(Post)|:END_ID(Place)|:TYPE
343597386367|0|isLocatedIn
343597386368|0|isLocatedIn
343597386369|0|isLocatedIn
343597386370|0|isLocatedIn
343597386371|0|isLocatedIn
343597386372|83|isLocatedIn
343597386373|7|isLocatedIn
343597386374|0|isLocatedIn
343597386375|0|isLocatedIn
343597386376|0|isLocatedIn
343597386377|0|isLocatedIn
343597386378|0|isLocatedIn
343597386379|0|isLocatedIn
206158432919|0|isLocatedIn
206158432920|0|isLocatedIn
206158432921|0|isLocatedIn
206158432922|0|isLocatedIn
206158432923|0|isLocatedIn
206158432924|0|isLocatedIn
206158432925|0|isLocatedIn
206158432926|0|isLocatedIn
206158432927|0|isLocatedIn
137438956192|0|isLocatedIn
137438956193|0|isLocatedIn
137438956194|0|isLocatedIn
137438956195|0|isLocatedIn
137438956196|0|isLocatedIn
137438956197|0|isLocatedIn
137438956198|0|isLocatedIn
274877909671|0|isLocatedIn
274877909672|0|isLocatedIn
274877909673|0|isLocatedIn
274877909674|0|isLocatedIn
274877909675|0|isLocatedIn
274877909676|0|isLocatedIn
274877909677|0|isLocatedIn
274877909678|0|isLocatedIn
274877909679|0|isLocatedIn
274877909680|0|isLocatedIn
274877909681|0|isLocatedIn
274877909682|0|isLocatedIn
274877909683|0|isLocatedIn
274877909684|0|isLocatedIn
274877909685|0|isLocatedIn
274877909686|0|isLocatedIn
274877909687|0|isLocatedIn
274877909688|0|isLocatedIn
274877909689|0|isLocatedIn
274877909690|0|isLocatedIn
274877909691|0|isLocatedIn
274877909692|91|isLocatedIn
274877909693|0|isLocatedIn
274877909694|0|isLocatedIn
274877909695|0|isLocatedIn
274877909696|0|isLocatedIn
274877909697|0|isLocatedIn
274877909698|0|isLocatedIn
274877909699|0|isLocatedIn
274877909700|0|isLocatedIn
274877909701|0|isLocatedIn
274877909702|0|isLocatedIn
274877909703|70|isLocatedIn
206158432968|0|isLocatedIn
206158432969|0|isLocatedIn
206158432970|0|isLocatedIn
206158432971|0|isLocatedIn
206158432972|0|isLocatedIn
206158432973|0|isLocatedIn
206158432974|0|isLocatedIn
206158432975|0|isLocatedIn
206158432976|0|isLocatedIn
206158432977|0|isLocatedIn
206158432978|0|isLocatedIn
206158432979|0|isLocatedIn
206158432980|0|isLocatedIn
206158432981|0|isLocatedIn
137438956246|0|isLocatedIn
137438956247|0|isLocatedIn
137438956248|0|isLocatedIn
137438956249|0|isLocatedIn
137438956250|0|isLocatedIn
137438956251|0|isLocatedIn
137438956252|0|isLocatedIn
137438956253|0|isLocatedIn
274877909726|93|isLocatedIn
274877909727|93|isLocatedIn
206158432992|93|isLocatedIn
206158432993|93|isLocatedIn
343597386466|93|isLocatedIn
343597386467|93|isLocatedIn
343597386468|93|isLocatedIn
343597386469|93|isLocatedIn
343597386470|93|isLocatedIn
343597386471|93|isLocatedIn
343597386472|93|isLocatedIn
343597386473|93|isLocatedIn
343597386474|93|isLocatedIn
343597386475|93|isLocatedIn
343597386476|93|isLocatedIn
343597386477|93|isLocatedIn
343597386478|93|isLocatedIn
343597386479|93|isLocatedIn
343597386480|93|isLocatedIn
343597386481|93|isLocatedIn
343597386482|93|isLocatedIn
343597386483|93|isLocatedIn
343597386484|93|isLocatedIn
343597386485|93|isLocatedIn
343597386486|93|isLocatedIn
343597386487|93|isLocatedIn
343597386488|93|isLocatedIn
343597386489|93|isLocatedIn
206158433018|93|isLocatedIn
206158433019|93|isLocatedIn
206158433020|93|isLocatedIn
206158433021|93|isLocatedIn
206158433022|93|isLocatedIn
206158433023|93|isLocatedIn
206158433024|93|isLocatedIn
206158433025|93|isLocatedIn
206158433026|93|isLocatedIn
206158433027|93|isLocatedIn
206158433028|93|isLocatedIn
206158433029|93|isLocatedIn
206158433030|93|isLocatedIn
206158433031|93|isLocatedIn
343597386507|1|isLocatedIn
343597386508|1|isLocatedIn
343597386509|1|isLocatedIn
343597386510|1|isLocatedIn
343597386511|1|isLocatedIn
343597386512|1|isLocatedIn
343597386513|1|isLocatedIn
343597386514|1|isLocatedIn
343597386515|1|isLocatedIn
343597386516|1|isLocatedIn
343597386517|1|isLocatedIn
206158433046|1|isLocatedIn
206158433047|1|isLocatedIn
206158433048|1|isLocatedIn
206158433049|1|isLocatedIn
206158433050|1|isLocatedIn
206158433051|1|isLocatedIn
206158433052|1|isLocatedIn
274877909789|96|isLocatedIn
274877909790|96|isLocatedIn
274877909791|96|isLocatedIn
343597386528|96|isLocatedIn
343597386529|96|isLocatedIn
343597386530|96|isLocatedIn
343597386531|96|isLocatedIn
343597386532|96|isLocatedIn
343597386533|96|isLocatedIn
343597386534|96|isLocatedIn
343597386535|96|isLocatedIn
343597386536|96|isLocatedIn
343597386537|96|isLocatedIn
68719479608|52|isLocatedIn
343597386553|0|isLocatedIn
343597386568|0|isLocatedIn
274877909838|0|isLocatedIn
274877909857|0|isLocatedIn
137438956388|0|isLocatedIn
137438956389|0|isLocatedIn
137438956390|0|isLocatedIn
137438956391|0|isLocatedIn
137438956392|0|isLocatedIn
137438956393|0|isLocatedIn
137438956394|0|isLocatedIn
137438956395|0|isLocatedIn
137438956396|0|isLocatedIn
137438956397|0|isLocatedIn
137438956398|0|isLocatedIn
137438956399|0|isLocatedIn
137438956400|0|isLocatedIn
137438956401|0|isLocatedIn
137438956402|0|isLocatedIn
137438956403|0|isLocatedIn
137438956404|57|isLocatedIn
137438956405|0|isLocatedIn
343597386614|0|isLocatedIn
343597386615|0|isLocatedIn
343597386616|0|isLocatedIn
343597386617|0|isLocatedIn
343597386618|0|isLocatedIn
137438956411|0|isLocatedIn
137438956412|0|isLocatedIn
137438956413|0|isLocatedIn
137438956414|0|isLocatedIn
137438956415|0|isLocatedIn
68719479680|0|isLocatedIn
68719479681|0|isLocatedIn
68719479682|0|isLocatedIn
68719479683|0|isLocatedIn
68719479684|0|isLocatedIn
68719479685|0|isLocatedIn
68719479686|0|isLocatedIn
68719479687|0|isLocatedIn
68719479688|0|isLocatedIn
68719479689|0|isLocatedIn
68719479690|0|isLocatedIn
68719479691|0|isLocatedIn
68719479692|0|isLocatedIn
68719479693|0|isLocatedIn
68719479694|0|isLocatedIn
68719479695|0|isLocatedIn
68719479696|0|isLocatedIn
68719479697|0|isLocatedIn
68719479698|0|isLocatedIn
68719479699|0|isLocatedIn
68719479700|0|isLocatedIn
68719479701|0|isLocatedIn
68719479702|0|isLocatedIn
68719479703|0|isLocatedIn
68719479704|0|isLocatedIn
68719479705|0|isLocatedIn
68719479706|0|isLocatedIn
68719479707|0|isLocatedIn
68719479708|0|isLocatedIn
206158433181|0|isLocatedIn
206158433182|0|isLocatedIn
274877909919|1|isLocatedIn
274877909924|1|isLocatedIn
206158433194|0|isLocatedIn
274877909943|17|isLocatedIn
137438956489|0|isLocatedIn
137438956490|0|isLocatedIn
137438956491|0|isLocatedIn
137438956492|0|isLocatedIn
137438956493|0|isLocatedIn
137438956494|0|isLocatedIn
137438956495|0|isLocatedIn
137438956496|0|isLocatedIn
68719479761|0|isLocatedIn
68719479762|0|isLocatedIn
68719479763|0|isLocatedIn
68719479764|0|isLocatedIn
68719479765|0|isLocatedIn
68719479766|0|isLocatedIn
68719479767|0|isLocatedIn
68719479768|0|isLocatedIn
68719479769|0|isLocatedIn
68719479770|0|isLocatedIn
68719479771|0|isLocatedIn
68719479772|0|isLocatedIn
68719479773|0|isLocatedIn
68719479774|0|isLocatedIn
68719479775|0|isLocatedIn
68719479776|0|isLocatedIn
68719479777|0|isLocatedIn
68719479778|0|isLocatedIn
68719479779|0|isLocatedIn
68719479780|0|isLocatedIn
68719479781|0|isLocatedIn
68719479782|0|isLocatedIn
68719479783|0|isLocatedIn
68719479784|0|isLocatedIn
68719479785|0|isLocatedIn
68719479797|0|isLocatedIn
68719479798|0|isLocatedIn
68719479799|0|isLocatedIn
68719479800|0|isLocatedIn
68719479801|0|isLocatedIn
68719479802|0|isLocatedIn
68719479803|0|isLocatedIn
68719479804|0|isLocatedIn
68719479805|0|isLocatedIn
68719479806|0|isLocatedIn
68719479807|0|isLocatedIn
68719479808|0|isLocatedIn
68719479809|0|isLocatedIn
68719479810|0|isLocatedIn
68719479811|0|isLocatedIn
68719479812|0|isLocatedIn
68719479813|0|isLocatedIn
68719479814|0|isLocatedIn
68719479815|0|isLocatedIn
68719479816|0|isLocatedIn
68719479817|0|isLocatedIn
68719479818|0|isLocatedIn
68719479819|0|isLocatedIn
68719479820|0|isLocatedIn
68719479821|0|isLocatedIn
68719479822|0|isLocatedIn
68719479823|0|isLocatedIn
68719479824|0|isLocatedIn
68719479825|0|isLocatedIn
343597386770|0|isLocatedIn
343597386771|0|isLocatedIn
343597386772|0|isLocatedIn
343597386773|0|isLocatedIn
343597386774|0|isLocatedIn
343597386775|0|isLocatedIn
343597386776|0|isLocatedIn
343597386777|0|isLocatedIn
343597386778|0|isLocatedIn
343597386779|0|isLocatedIn
343597386780|0|isLocatedIn
343597386781|0|isLocatedIn
343597386782|0|isLocatedIn
343597386783|0|isLocatedIn
343597386784|31|isLocatedIn
343597386785|0|isLocatedIn
343597386786|0|isLocatedIn
343597386787|0|isLocatedIn
343597386788|0|isLocatedIn
343597386789|0|isLocatedIn
206158433318|0|isLocatedIn
206158433319|0|isLocatedIn
206158433320|0|isLocatedIn
206158433321|0|isLocatedIn
206158433322|0|isLocatedIn
206158433323|0|isLocatedIn
206158433324|0|isLocatedIn
343597386797|0|isLocatedIn
343597386798|0|isLocatedIn
343597386799|0|isLocatedIn
343597386800|0|isLocatedIn
343597386801|0|isLocatedIn
343597386802|0|isLocatedIn
343597386803|0|isLocatedIn
343597386804|0|isLocatedIn
343597386805|0|isLocatedIn
343597386806|0|isLocatedIn
343597386807|0|isLocatedIn
343597386808|0|isLocatedIn
343597386809|0|isLocatedIn
343597386810|0|isLocatedIn
343597386811|0|isLocatedIn
343597386812|0|isLocatedIn
3133|0|isLocatedIn
3134|0|isLocatedIn
3135|0|isLocatedIn
3136|0|isLocatedIn
3137|0|isLocatedIn
3138|0|isLocatedIn
3139|0|isLocatedIn
3140|0|isLocatedIn
3141|0|isLocatedIn
3142|0|isLocatedIn
206158433352|4|isLocatedIn
206158433357|4|isLocatedIn
343597386842|4|isLocatedIn
274877910108|4|isLocatedIn
274877910111|4|isLocatedIn
274877910116|4|isLocatedIn
274877910132|4|isLocatedIn
274877910140|4|isLocatedIn
274877910154|4|isLocatedIn
274877910164|1|isLocatedIn
274877910165|1|isLocatedIn
274877910166|1|isLocatedIn
274877910167|1|isLocatedIn
274877910168|1|isLocatedIn
274877910169|1|isLocatedIn
274877910170|1|isLocatedIn
274877910171|1|isLocatedIn
274877910172|1|isLocatedIn
274877910173|1|isLocatedIn
274877910174|1|isLocatedIn
274877910175|1|isLocatedIn
274877910201|98|isLocatedIn
274877910202|98|isLocatedIn
274877910203|98|isLocatedIn
274877910204|98|isLocatedIn
274877910205|98|isLocatedIn
274877910206|98|isLocatedIn
274877910207|98|isLocatedIn
137438956736|98|isLocatedIn
137438956737|98|isLocatedIn
137438956738|98|isLocatedIn
137438956739|98|isLocatedIn
137438956740|98|isLocatedIn
137438956741|98|isLocatedIn
137438956742|98|isLocatedIn
137438956743|98|isLocatedIn
137438956744|98|isLocatedIn
137438956745|98|isLocatedIn
137438956746|98|isLocatedIn
137438956747|98|isLocatedIn
137438956748|44|isLocatedIn
137438956749|98|isLocatedIn
137438956750|98|isLocatedIn
206158433487|98|isLocatedIn
206158433488|98|isLocatedIn
206158433489|98|isLocatedIn
206158433490|98|isLocatedIn
206158433491|98|isLocatedIn
343597386966|98|isLocatedIn
343597386967|98|isLocatedIn
343597386968|98|isLocatedIn
343597386969|98|isLocatedIn
343597386970|98|isLocatedIn
343597386971|98|isLocatedIn
343597386972|98|isLocatedIn
343597386973|98|isLocatedIn
343597386974|98|isLocatedIn
343597386975|98|isLocatedIn
343597386976|98|isLocatedIn
343597386977|98|isLocatedIn
343597386978|98|isLocatedIn
343597386979|98|isLocatedIn
343597386980|98|isLocatedIn
274877910245|98|isLocatedIn
274877910246|98|isLocatedIn
274877910247|98|isLocatedIn
274877910248|98|isLocatedIn
274877910249|98|isLocatedIn
274877910250|98|isLocatedIn
274877910251|98|isLocatedIn
274877910252|98|isLocatedIn
274877910253|98|isLocatedIn
343597386990|98|isLocatedIn
343597386991|98|isLocatedIn
343597386992|98|isLocatedIn
343597386993|98|isLocatedIn
343597386994|98|isLocatedIn
343597386995|98|isLocatedIn
343597386996|98|isLocatedIn
343597386997|98|isLocatedIn
343597386998|98|isLocatedIn
343597386999|98|isLocatedIn
343597387000|98|isLocatedIn
343597387001|98|isLocatedIn
343597387002|98|isLocatedIn
343597387003|98|isLocatedIn
343597387004|63|isLocatedIn
274877910292|94|isLocatedIn
274877910293|94|isLocatedIn
274877910294|94|isLocatedIn
274877910295|94|isLocatedIn
274877910296|94|isLocatedIn
274877910297|94|isLocatedIn
274877910298|94|isLocatedIn
274877910299|94|isLocatedIn
274877910300|94|isLocatedIn
274877910301|94|isLocatedIn
274877910302|94|isLocatedIn
274877910303|94|isLocatedIn
274877910304|94|isLocatedIn
274877910305|26|isLocatedIn
274877910306|94|isLocatedIn
274877910311|0|isLocatedIn
274877910312|0|isLocatedIn
274877910313|0|isLocatedIn
274877910314|0|isLocatedIn
274877910315|0|isLocatedIn
274877910316|0|isLocatedIn
274877910317|0|isLocatedIn
274877910318|0|isLocatedIn
274877910319|0|isLocatedIn
274877910320|0|isLocatedIn
274877910321|0|isLocatedIn
274877910322|0|isLocatedIn
274877910323|0|isLocatedIn
274877910324|0|isLocatedIn
274877910325|0|isLocatedIn
274877910326|0|isLocatedIn
274877910327|0|isLocatedIn
274877910328|0|isLocatedIn
274877910329|0|isLocatedIn
274877910330|0|isLocatedIn
343597387067|0|isLocatedIn
343597387068|0|isLocatedIn
343597387069|0|isLocatedIn
343597387070|0|isLocatedIn
343597387071|0|isLocatedIn
343597387072|0|isLocatedIn
343597387073|0|isLocatedIn
206158433602|1|isLocatedIn
206158433603|1|isLocatedIn
206158433604|1|isLocatedIn
206158433605|1|isLocatedIn
206158433606|1|isLocatedIn
206158433607|1|isLocatedIn
68719480136|1|isLocatedIn
68719480137|1|isLocatedIn
274877910346|1|isLocatedIn
274877910347|1|isLocatedIn
274877910348|29|isLocatedIn
274877910349|1|isLocatedIn
274877910350|1|isLocatedIn
274877910351|1|isLocatedIn
274877910352|1|isLocatedIn
274877910353|1|isLocatedIn
274877910354|1|isLocatedIn
274877910355|1|isLocatedIn
274877910356|1|isLocatedIn
274877910357|1|isLocatedIn
343597387094|1|isLocatedIn
343597387095|1|isLocatedIn
343597387096|1|isLocatedIn
343597387097|1|isLocatedIn
343597387098|1|isLocatedIn
343597387099|1|isLocatedIn
343597387100|1|isLocatedIn
343597387101|1|isLocatedIn
343597387102|1|isLocatedIn
343597387103|1|isLocatedIn
343597387104|1|isLocatedIn
343597387105|1|isLocatedIn
343597387106|1|isLocatedIn
343597387107|1|isLocatedIn
343597387108|1|isLocatedIn
343597387109|1|isLocatedIn
343597387110|1|isLocatedIn
343597387111|1|isLocatedIn
68719480168|1|isLocatedIn
68719480169|1|isLocatedIn
68719480170|1|isLocatedIn
68719480171|1|isLocatedIn
68719480172|1|isLocatedIn
68719480173|1|isLocatedIn
68719480174|1|isLocatedIn
68719480175|1|isLocatedIn
68719480176|1|isLocatedIn
68719480177|1|isLocatedIn
68719480178|1|isLocatedIn
68719480179|1|isLocatedIn
343597387124|1|isLocatedIn
343597387125|1|isLocatedIn
3446|1|isLocatedIn
3447|1|isLocatedIn
3448|1|isLocatedIn
3449|1|isLocatedIn
3450|1|isLocatedIn
3451|1|isLocatedIn
3452|1|isLocatedIn
3453|1|isLocatedIn
274877910398|1|isLocatedIn
274877910399|1|isLocatedIn
274877910400|1|isLocatedIn
274877910401|1|isLocatedIn
274877910402|1|isLocatedIn
274877910403|1|isLocatedIn
68719480196|1|isLocatedIn
68719480197|1|isLocatedIn
68719480198|1|isLocatedIn
68719480199|1|isLocatedIn
68719480200|1|isLocatedIn
68719480201|1|isLocatedIn
68719480202|1|isLocatedIn
68719480203|1|isLocatedIn
68719480204|1|isLocatedIn
68719480205|1|isLocatedIn
68719480206|1|isLocatedIn
68719480207|1|isLocatedIn
68719480208|1|isLocatedIn
68719480209|1|isLocatedIn
68719480210|1|isLocatedIn
137438956947|1|isLocatedIn
137438956948|1|isLocatedIn
137438956949|1|isLocatedIn
137438956950|1|isLocatedIn
137438956951|1|isLocatedIn
137438956952|1|isLocatedIn
137438956953|1|isLocatedIn
137438956954|18|isLocatedIn
137438956955|1|isLocatedIn
137438956956|1|isLocatedIn
137438956957|1|isLocatedIn
137438956958|1|isLocatedIn
137438956959|1|isLocatedIn
137438956960|1|isLocatedIn
137438956961|29|isLocatedIn
137438956962|1|isLocatedIn
343597387171|60|isLocatedIn
206158433703|60|isLocatedIn
206158433718|60|isLocatedIn
137438956985|60|isLocatedIn
274877910458|60|isLocatedIn
206158433725|60|isLocatedIn
274877910476|60|isLocatedIn
206158433746|60|isLocatedIn
137438957031|54|isLocatedIn
137438957037|60|isLocatedIn
274877910513|74|isLocatedIn
274877910514|74|isLocatedIn
274877910515|74|isLocatedIn
274877910516|74|isLocatedIn
274877910517|74|isLocatedIn
343597387259|74|isLocatedIn
343597387260|74|isLocatedIn
343597387261|74|isLocatedIn
343597387262|74|isLocatedIn
343597387263|74|isLocatedIn
343597387264|74|isLocatedIn
343597387265|74|isLocatedIn
343597387266|74|isLocatedIn
343597387267|74|isLocatedIn
343597387268|74|isLocatedIn
343597387269|74|isLocatedIn
343597387270|74|isLocatedIn
343597387271|74|isLocatedIn
343597387272|74|isLocatedIn
343597387273|74|isLocatedIn
343597387274|74|isLocatedIn
343597387275|74|isLocatedIn
274877910540|0|isLocatedIn
274877910545|0|isLocatedIn
274877910548|1|isLocatedIn
206158433820|28|isLocatedIn
206158433821|90|isLocatedIn
206158433822|90|isLocatedIn
206158433823|90|isLocatedIn
206158433824|90|isLocatedIn
206158433825|90|isLocatedIn
206158433826|90|isLocatedIn
206158433827|34|isLocatedIn
206158433828|90|isLocatedIn
206158433829|90|isLocatedIn
206158433830|90|isLocatedIn
206158433831|90|isLocatedIn
343597387304|90|isLocatedIn
343597387305|90|isLocatedIn
343597387306|90|isLocatedIn
343597387307|90|isLocatedIn
343597387308|90|isLocatedIn
274877910573|90|isLocatedIn
274877910574|90|isLocatedIn
274877910575|90|isLocatedIn
274877910576|90|isLocatedIn
274877910577|90|isLocatedIn
274877910578|90|isLocatedIn
274877910579|90|isLocatedIn
274877910580|90|isLocatedIn
274877910581|90|isLocatedIn
274877910582|90|isLocatedIn
274877910583|90|isLocatedIn
274877910584|90|isLocatedIn
274877910585|90|isLocatedIn
274877910586|90|isLocatedIn
274877910587|90|isLocatedIn
274877910588|90|isLocatedIn
274877910589|90|isLocatedIn
274877910590|90|isLocatedIn
274877910591|90|isLocatedIn
343597387339|90|isLocatedIn
343597387340|90|isLocatedIn
343597387341|90|isLocatedIn
343597387342|90|isLocatedIn
343597387343|90|isLocatedIn
274877910608|90|isLocatedIn
274877910609|90|isLocatedIn
274877910610|90|isLocatedIn
274877910611|90|isLocatedIn
274877910612|90|isLocatedIn
274877910613|90|isLocatedIn
274877910614|90|isLocatedIn
274877910615|90|isLocatedIn
274877910616|90|isLocatedIn
274877910617|90|isLocatedIn
274877910618|90|isLocatedIn
274877910619|90|isLocatedIn
274877910620|90|isLocatedIn
274877910621|90|isLocatedIn
274877910622|90|isLocatedIn
274877910623|90|isLocatedIn
274877910624|90|isLocatedIn
274877910625|90|isLocatedIn
274877910654|1|isLocatedIn
274877910655|1|isLocatedIn
274877910656|1|isLocatedIn
274877910657|1|isLocatedIn
274877910658|1|isLocatedIn
274877910659|1|isLocatedIn
274877910660|1|isLocatedIn
274877910661|1|isLocatedIn
274877910662|1|isLocatedIn
274877910663|1|isLocatedIn
274877910664|1|isLocatedIn
343597387408|1|isLocatedIn
343597387409|1|isLocatedIn
343597387410|1|isLocatedIn
343597387411|1|isLocatedIn
343597387412|1|isLocatedIn
343597387413|1|isLocatedIn
343597387414|1|isLocatedIn
343597387415|1|isLocatedIn
343597387416|1|isLocatedIn
343597387417|1|isLocatedIn
343597387418|1|isLocatedIn
343597387419|1|isLocatedIn
343597387420|1|isLocatedIn
343597387421|1|isLocatedIn
343597387422|1|isLocatedIn
206158433973|54|isLocatedIn
206158433974|54|isLocatedIn
206158433975|54|isLocatedIn
206158433976|54|isLocatedIn
206158433977|54|isLocatedIn
206158433978|54|isLocatedIn
206158433979|54|isLocatedIn
206158433980|54|isLocatedIn
206158433981|54|isLocatedIn
206158433982|54|isLocatedIn
206158433983|54|isLocatedIn
206158433984|54|isLocatedIn
206158433985|54|isLocatedIn
206158433986|54|isLocatedIn
274877910723|54|isLocatedIn
274877910724|54|isLocatedIn
274877910725|54|isLocatedIn
274877910726|54|isLocatedIn
274877910727|54|isLocatedIn
206158433992|54|isLocatedIn
206158433993|54|isLocatedIn
206158433994|54|isLocatedIn
206158433995|54|isLocatedIn
206158433996|54|isLocatedIn
206158433997|54|isLocatedIn
206158433998|54|isLocatedIn
206158433999|54|isLocatedIn
206158434000|54|isLocatedIn
206158434001|54|isLocatedIn
206158434002|54|isLocatedIn
206158434003|54|isLocatedIn
206158434004|54|isLocatedIn
206158434005|54|isLocatedIn
206158434006|54|isLocatedIn
206158434007|105|isLocatedIn
206158434008|54|isLocatedIn
206158434009|54|isLocatedIn
206158434010|54|isLocatedIn
206158434011|54|isLocatedIn
206158434012|54|isLocatedIn
206158434013|54|isLocatedIn
206158434014|54|isLocatedIn
206158434015|54|isLocatedIn
206158434016|54|isLocatedIn
206158434017|54|isLocatedIn
206158434018|54|isLocatedIn
206158434019|54|isLocatedIn
206158434020|54|isLocatedIn
206158434021|54|isLocatedIn
206158434022|54|isLocatedIn
206158434023|58|isLocatedIn
206158434024|54|isLocatedIn
206158434025|54|isLocatedIn
343597387498|108|isLocatedIn
343597387499|108|isLocatedIn
343597387500|108|isLocatedIn
343597387501|108|isLocatedIn
343597387502|108|isLocatedIn
343597387503|108|isLocatedIn
343597387504|108|isLocatedIn
343597387505|108|isLocatedIn
343597387506|108|isLocatedIn
343597387507|108|isLocatedIn
343597387508|108|isLocatedIn
343597387509|108|isLocatedIn
343597387510|108|isLocatedIn
343597387511|108|isLocatedIn
343597387512|108|isLocatedIn
343597387513|108|isLocatedIn
343597387514|108|isLocatedIn
343597387515|108|isLocatedIn
343597387516|108|isLocatedIn
343597387517|108|isLocatedIn
343597387529|108|isLocatedIn
343597387530|108|isLocatedIn
343597387531|108|isLocatedIn
343597387532|108|isLocatedIn
343597387533|108|isLocatedIn
343597387534|108|isLocatedIn
343597387535|108|isLocatedIn
343597387536|108|isLocatedIn
343597387537|108|isLocatedIn
343597387538|108|isLocatedIn
343597387539|108|isLocatedIn
343597387540|108|isLocatedIn
343597387541|108|isLocatedIn
343597387542|108|isLocatedIn
206158434086|1|isLocatedIn
206158434087|1|isLocatedIn
206158434088|1|isLocatedIn
206158434089|1|isLocatedIn
206158434090|1|isLocatedIn
206158434091|1|isLocatedIn
206158434092|1|isLocatedIn
206158434093|1|isLocatedIn
206158434094|1|isLocatedIn
206158434095|1|isLocatedIn
206158434096|1|isLocatedIn
206158434097|1|isLocatedIn
206158434098|1|isLocatedIn
206158434099|1|isLocatedIn
137438957364|1|isLocatedIn
137438957365|1|isLocatedIn
137438957366|1|isLocatedIn
137438957367|1|isLocatedIn
137438957368|1|isLocatedIn
137438957369|36|isLocatedIn
137438957370|1|isLocatedIn
137438957371|1|isLocatedIn
137438957372|1|isLocatedIn
137438957373|1|isLocatedIn
206158434110|1|isLocatedIn
206158434111|1|isLocatedIn
206158434112|1|isLocatedIn
206158434113|1|isLocatedIn
206158434114|1|isLocatedIn
206158434115|1|isLocatedIn
206158434116|1|isLocatedIn
206158434117|1|isLocatedIn
206158434118|1|isLocatedIn
206158434119|1|isLocatedIn
206158434120|1|isLocatedIn
206158434121|1|isLocatedIn
206158434122|1|isLocatedIn
206158434123|1|isLocatedIn
206158434124|1|isLocatedIn
206158434125|1|isLocatedIn
206158434126|1|isLocatedIn
206158434127|1|isLocatedIn
206158434128|1|isLocatedIn
343597387601|1|isLocatedIn
343597387602|45|isLocatedIn
343597387603|1|isLocatedIn
343597387604|1|isLocatedIn
343597387605|1|isLocatedIn
343597387606|1|isLocatedIn
343597387607|1|isLocatedIn
343597387608|1|isLocatedIn
343597387609|1|isLocatedIn
343597387610|1|isLocatedIn
343597387611|1|isLocatedIn
343597387612|1|isLocatedIn
343597387613|1|isLocatedIn
343597387614|1|isLocatedIn
343597387615|1|isLocatedIn
343597387616|1|isLocatedIn
343597387617|1|isLocatedIn
343597387618|1|isLocatedIn
137438957411|1|isLocatedIn
137438957412|1|isLocatedIn
137438957413|1|isLocatedIn
137438957414|1|isLocatedIn
137438957415|1|isLocatedIn
137438957416|1|isLocatedIn
137438957417|1|isLocatedIn
137438957418|1|isLocatedIn
137438957419|104|isLocatedIn
137438957420|1|isLocatedIn
137438957421|1|isLocatedIn
137438957422|1|isLocatedIn
137438957423|1|isLocatedIn
137438957424|1|isLocatedIn
137438957425|1|isLocatedIn
343597387634|1|isLocatedIn
343597387635|1|isLocatedIn
343597387636|1|isLocatedIn
343597387637|1|isLocatedIn
343597387638|1|isLocatedIn
343597387639|1|isLocatedIn
343597387640|1|isLocatedIn
343597387641|1|isLocatedIn
343597387642|1|isLocatedIn
343597387643|1|isLocatedIn
343597387644|1|isLocatedIn
343597387645|1|isLocatedIn
343597387646|1|isLocatedIn
343597387647|1|isLocatedIn
343597387648|1|isLocatedIn
343597387649|1|isLocatedIn
343597387650|1|isLocatedIn
343597387651|1|isLocatedIn
343597387652|1|isLocatedIn
343597387653|1|isLocatedIn
343597387654|1|isLocatedIn
343597387655|1|isLocatedIn
343597387656|1|isLocatedIn
343597387657|1|isLocatedIn
343597387658|49|isLocatedIn
274877910937|49|isLocatedIn
343597387683|49|isLocatedIn
343597387684|49|isLocatedIn
343597387685|49|isLocatedIn
343597387686|49|isLocatedIn
343597387687|49|isLocatedIn
274877910952|49|isLocatedIn
274877910953|49|isLocatedIn
274877910954|49|isLocatedIn
274877910955|49|isLocatedIn
274877910956|49|isLocatedIn
274877910957|49|isLocatedIn
274877910958|49|isLocatedIn
274877910959|49|isLocatedIn
274877910960|49|isLocatedIn
274877910961|49|isLocatedIn
274877910962|49|isLocatedIn
206158434245|52|isLocatedIn
206158434246|52|isLocatedIn
206158434247|52|isLocatedIn
343597387720|52|isLocatedIn
343597387721|52|isLocatedIn
343597387722|52|isLocatedIn
343597387723|52|isLocatedIn
343597387724|52|isLocatedIn
343597387725|52|isLocatedIn
343597387726|52|isLocatedIn
343597387727|52|isLocatedIn
343597387728|52|isLocatedIn
343597387729|52|isLocatedIn
343597387730|52|isLocatedIn
343597387731|52|isLocatedIn
343597387732|52|isLocatedIn
343597387733|52|isLocatedIn
343597387734|52|isLocatedIn
343597387735|52|isLocatedIn
343597387736|52|isLocatedIn
343597387737|52|isLocatedIn
343597387738|52|isLocatedIn
274877911003|52|isLocatedIn
274877911004|52|isLocatedIn
274877911005|52|isLocatedIn
274877911006|52|isLocatedIn
206158434286|52|isLocatedIn
206158434287|52|isLocatedIn
206158434288|52|isLocatedIn
206158434289|52|isLocatedIn
206158434290|52|isLocatedIn
343597387793|0|isLocatedIn
274877911076|0|isLocatedIn
206158434342|0|isLocatedIn
206158434344|0|isLocatedIn
206158434345|0|isLocatedIn
274877911082|0|isLocatedIn
274877911083|0|isLocatedIn
274877911084|0|isLocatedIn
274877911085|0|isLocatedIn
274877911086|0|isLocatedIn
274877911087|0|isLocatedIn
274877911088|0|isLocatedIn
