:START_ID(Comment)|:END_ID(Tag)|:TYPE
137438963746|7566|hasTag
137438963746|11410|hasTag
137438963748|1174|hasTag
137438963748|5190|hasTag
137438963748|5944|hasTag
137438963748|10108|hasTag
137438963749|575|hasTag
137438963749|4854|hasTag
137438963749|5194|hasTag
137438963749|6414|hasTag
137438963750|2855|hasTag
137438963750|5077|hasTag
137438963750|7106|hasTag
137438963750|9209|hasTag
137438963750|11597|hasTag
137438963753|4854|hasTag
137438963753|7018|hasTag
137438963753|9329|hasTag
137438963753|11531|hasTag
137438963754|10501|hasTag
137438963754|11270|hasTag
137438963755|9265|hasTag
137438963755|10501|hasTag
137438963756|2071|hasTag
137438963756|10501|hasTag
137438963757|4854|hasTag
137438963757|5318|hasTag
137438963757|7018|hasTag
137438963757|9032|hasTag
137438963759|3047|hasTag
137438963759|4854|hasTag
137438963759|7018|hasTag
137438963759|12472|hasTag
206158440658|0|hasTag
206158440658|2918|hasTag
206158440658|9072|hasTag
206158440658|11875|hasTag
206158440663|0|hasTag
206158440663|3026|hasTag
206158440663|5097|hasTag
206158440663|11875|hasTag
206158440665|0|hasTag
206158440665|143|hasTag
206158440665|3026|hasTag
206158440665|9950|hasTag
206158440665|11875|hasTag
206158440668|0|hasTag
206158440668|6981|hasTag
206158440668|12301|hasTag
206158440670|2918|hasTag
206158440670|5056|hasTag
206158440670|6549|hasTag
206158440671|2873|hasTag
206158440671|2918|hasTag
206158440671|3003|hasTag
206158440671|5056|hasTag
206158440672|780|hasTag
206158440672|2934|hasTag
206158440672|11717|hasTag
206158440672|11875|hasTag
206158440673|0|hasTag
206158440673|2000|hasTag
206158440673|2825|hasTag
343597394147|3095|hasTag
68719487226|0|hasTag
68719487226|1197|hasTag
68719487229|2893|hasTag
68719487230|0|hasTag
68719487230|11933|hasTag
68719487232|2893|hasTag
68719487232|8244|hasTag
68719487269|0|hasTag
68719487269|774|hasTag
274877917482|795|hasTag
274877917482|1547|hasTag
274877917482|2778|hasTag
274877917482|9206|hasTag
274877917486|576|hasTag
274877917486|795|hasTag
274877917486|1547|hasTag
274877917486|5902|hasTag
274877917486|9206|hasTag
68719487282|1169|hasTag
68719487282|1172|hasTag
68719487282|2092|hasTag
68719487282|6007|hasTag
68719487282|6971|hasTag
68719487282|7010|hasTag
68719487282|9230|hasTag
68719487282|13361|hasTag
68719487283|793|hasTag
68719487283|1169|hasTag
68719487283|2030|hasTag
68719487283|2092|hasTag
68719487283|2847|hasTag
68719487283|5106|hasTag
68719487283|5972|hasTag
68719487283|6971|hasTag
68719487283|7010|hasTag
68719487284|782|hasTag
68719487284|1172|hasTag
68719487284|2092|hasTag
68719487284|3063|hasTag
68719487284|6007|hasTag
68719487284|6946|hasTag
68719487284|6971|hasTag
68719487284|6991|hasTag
68719487284|7010|hasTag
68719487284|9230|hasTag
68719487285|793|hasTag
68719487285|804|hasTag
68719487285|1200|hasTag
68719487285|2847|hasTag
68719487285|5084|hasTag
68719487285|5972|hasTag
68719487285|7010|hasTag
68719487285|7573|hasTag
68719487285|9738|hasTag
68719487288|1169|hasTag
68719487288|2092|hasTag
68719487288|2122|hasTag
68719487288|2810|hasTag
68719487288|2847|hasTag
68719487288|3089|hasTag
68719487288|5972|hasTag
68719487288|6971|hasTag
68719487288|9225|hasTag
68719487288|11250|hasTag
68719487289|1172|hasTag
68719487289|2869|hasTag
68719487289|6971|hasTag
68719487289|7014|hasTag
68719487289|7596|hasTag
68719487289|9162|hasTag
68719487289|14335|hasTag
68719487291|568|hasTag
68719487291|793|hasTag
68719487291|804|hasTag
68719487291|1200|hasTag
68719487291|5067|hasTag
68719487291|5084|hasTag
68719487291|5150|hasTag
68719487291|5753|hasTag
68719487291|6938|hasTag
68719487291|7010|hasTag
68719487291|9738|hasTag
68719487294|280|hasTag
68719487294|1192|hasTag
68719487294|2037|hasTag
68719487294|2055|hasTag
68719487294|9145|hasTag
68719487295|1169|hasTag
68719487295|1172|hasTag
68719487295|1548|hasTag
68719487295|2824|hasTag
68719487295|5141|hasTag
68719487295|6007|hasTag
68719487295|7010|hasTag
68719487295|9192|hasTag
68719487295|9230|hasTag
68719487295|13361|hasTag
68719487298|593|hasTag
68719487298|2092|hasTag
68719487298|2783|hasTag
68719487298|6947|hasTag
68719487298|6971|hasTag
68719487298|11639|hasTag
68719487298|13903|hasTag
68719487302|596|hasTag
68719487302|2055|hasTag
68719487302|2793|hasTag
68719487302|9100|hasTag
68719487302|9159|hasTag
68719487302|9261|hasTag
68719487302|11630|hasTag
68719487302|11695|hasTag
68719487308|3009|hasTag
68719487308|3064|hasTag
68719487308|7516|hasTag
68719487308|9068|hasTag
68719487308|9202|hasTag
68719487314|573|hasTag
68719487314|1169|hasTag
68719487314|1203|hasTag
68719487314|5093|hasTag
68719487314|6425|hasTag
68719487314|6458|hasTag
68719487314|15422|hasTag
68719487322|5100|hasTag
68719487322|6458|hasTag
68719487322|7010|hasTag
68719487322|11358|hasTag
68719487322|11644|hasTag
68719487323|573|hasTag
68719487323|1169|hasTag
68719487323|5418|hasTag
68719487323|6458|hasTag
68719487323|8115|hasTag
68719487323|9074|hasTag
68719487323|13010|hasTag
68719487324|2805|hasTag
68719487324|5100|hasTag
68719487324|5417|hasTag
68719487324|6959|hasTag
68719487324|7010|hasTag
68719487324|11644|hasTag
68719487328|573|hasTag
68719487328|1169|hasTag
68719487328|1941|hasTag
68719487328|2789|hasTag
68719487328|2859|hasTag
68719487328|5418|hasTag
68719487328|6458|hasTag
68719487328|9074|hasTag
68719487328|11757|hasTag
68719487328|13010|hasTag
68719487331|1169|hasTag
68719487331|2059|hasTag
68719487331|6981|hasTag
68719487331|9768|hasTag
68719487331|10526|hasTag
68719487334|1169|hasTag
68719487334|2992|hasTag
68719487334|5068|hasTag
68719487335|2035|hasTag
68719487335|2059|hasTag
68719487335|11935|hasTag
68719487337|1169|hasTag
68719487337|1673|hasTag
68719487337|2059|hasTag
68719487337|10392|hasTag
68719487337|12330|hasTag
68719487339|1169|hasTag
68719487339|2059|hasTag
68719487339|3012|hasTag
68719487339|7543|hasTag
68719487339|9768|hasTag
68719487339|10526|hasTag
68719487339|13406|hasTag
68719487341|594|hasTag
68719487341|1169|hasTag
68719487341|1673|hasTag
68719487341|2052|hasTag
68719487341|9855|hasTag
68719487341|10392|hasTag
68719487341|12330|hasTag
68719487343|594|hasTag
68719487343|2053|hasTag
68719487343|3092|hasTag
68719487343|6860|hasTag
68719487343|7672|hasTag
68719487343|9855|hasTag
68719487346|1169|hasTag
68719487346|2059|hasTag
68719487346|2788|hasTag
68719487346|5079|hasTag
68719487346|10392|hasTag
68719487346|13246|hasTag
68719487348|573|hasTag
68719487348|2093|hasTag
68719487348|2882|hasTag
68719487348|6991|hasTag
68719487348|11727|hasTag
68719487349|1169|hasTag
68719487349|2062|hasTag
68719487349|2119|hasTag
68719487349|3033|hasTag
68719487349|6991|hasTag
68719487352|573|hasTag
68719487352|809|hasTag
68719487352|2093|hasTag
68719487352|2882|hasTag
68719487352|6947|hasTag
68719487352|7603|hasTag
68719487353|598|hasTag
68719487353|2062|hasTag
68719487353|3033|hasTag
68719487353|5141|hasTag
68719487353|11258|hasTag
68719487355|1169|hasTag
68719487355|2026|hasTag
68719487355|2093|hasTag
68719487355|6991|hasTag
68719487355|7015|hasTag
68719487355|12346|hasTag
68719487360|1169|hasTag
68719487360|11713|hasTag
68719487360|11752|hasTag
68719487361|1169|hasTag
68719487361|7580|hasTag
68719487364|1169|hasTag
68719487364|8877|hasTag
68719487365|1022|hasTag
68719487365|1169|hasTag
68719487365|6409|hasTag
68719487365|11713|hasTag
68719487365|11752|hasTag
274877917706|245|hasTag
274877917706|3080|hasTag
274877917706|6642|hasTag
274877917706|14751|hasTag
274877917708|798|hasTag
274877917708|9280|hasTag
274877917708|14751|hasTag
274877917709|245|hasTag
274877917709|2936|hasTag
274877917709|3068|hasTag
274877917717|796|hasTag
274877917717|2790|hasTag
274877917717|6743|hasTag
274877917717|9292|hasTag
274877917718|11293|hasTag
274877917718|11532|hasTag
274877917720|2790|hasTag
274877917720|6743|hasTag
274877917720|11251|hasTag
274877917720|11546|hasTag
274877917722|796|hasTag
274877917722|6743|hasTag
274877917722|8067|hasTag
274877917722|8510|hasTag
274877917722|9292|hasTag
274877917724|1153|hasTag
274877917724|2905|hasTag
274877917724|6117|hasTag
274877917724|6951|hasTag
274877917724|9503|hasTag
274877917727|1153|hasTag
274877917727|2825|hasTag
274877917727|2842|hasTag
274877917727|8020|hasTag
274877917727|8075|hasTag
274877917729|1153|hasTag
274877917729|2905|hasTag
274877917729|6951|hasTag
274877917729|6986|hasTag
274877917729|9348|hasTag
274877917729|9503|hasTag
274877917729|11688|hasTag
343597394471|2971|hasTag
343597394474|2917|hasTag
343597394478|793|hasTag
343597394484|3002|hasTag
343597394499|9278|hasTag
343597394500|2845|hasTag
274877917860|4881|hasTag
274877917861|1418|hasTag
274877917861|11346|hasTag
274877917862|4881|hasTag
274877917862|5068|hasTag
274877917865|12175|hasTag
274877917870|1615|hasTag
274877917959|1761|hasTag
274877917959|5814|hasTag
274877917959|6942|hasTag
274877917959|7164|hasTag
274877917959|10891|hasTag
274877917959|12592|hasTag
137438964567|6116|hasTag
137438964567|9100|hasTag
137438964567|12120|hasTag
137438964567|12232|hasTag
137438964569|6116|hasTag
137438964569|9100|hasTag
137438964569|11333|hasTag
137438964569|11404|hasTag
137438964574|2080|hasTag
137438964574|2894|hasTag
137438964574|4888|hasTag
137438964574|5356|hasTag
137438964574|5418|hasTag
137438964574|9486|hasTag
137438964574|11623|hasTag
137438964574|12416|hasTag
137438964580|2080|hasTag
137438964580|4888|hasTag
137438964580|5535|hasTag
137438964580|8530|hasTag
137438964580|9144|hasTag
137438964580|9486|hasTag
137438964580|13778|hasTag
137438964583|1030|hasTag
137438964583|2052|hasTag
137438964583|2077|hasTag
137438964583|2900|hasTag
137438964583|5067|hasTag
137438964583|9052|hasTag
137438964583|13978|hasTag
